Sequence,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,liked,,,,,,,,,,,,,,,,,
25114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
